datetime,season,holiday,workingday	,weather,temp,atemp,humidity,windspeed,count
2011-01-21 06:00:00,1,0,1,1,9.02,10.605,55,16.9979,31.29125
2011-01-21 07:00:00,1,0,1,1,8.2,9.09,51,19.0012,84.55625
2011-01-21 08:00:00,1,0,1,1,8.2,9.09,47,22.0028,175.615
2011-01-21 09:00:00,1,0,1,1,8.2,9.09,51,23.9994,115.03875
2011-01-21 10:00:00,1,0,1,1,8.2,8.335,47,31.0009,45.8475
2011-01-21 11:00:00,1,0,1,1,9.02,9.09,41,31.0009,49.69625
2011-01-21 12:00:00,1,0,1,1,9.02,9.09,27,39.0007,64.48875
2011-01-21 13:00:00,1,0,1,1,8.2,7.575,21,39.0007,65.0575
2011-01-21 14:00:00,1,0,1,1,8.2,7.575,25,35.0008,62.13
2011-01-21 15:00:00,1,0,1,1,6.56,6.06,26,30.0026,62.36875
2011-01-21 16:00:00,1,0,1,1,6.56,6.82,26,23.9994,69.1075
2011-01-21 17:00:00,1,0,1,1,5.74,6.06,28,23.9994,136.78625
2011-01-21 18:00:00,1,0,1,1,4.92,6.06,30,16.9979,129.3925
2011-01-21 19:00:00,1,0,1,1,4.92,5.305,30,22.0028,96.82875
2011-01-21 20:00:00,1,0,1,1,4.1,3.79,33,27.9993,54.19625
2011-01-21 21:00:00,1,0,1,1,3.28,3.79,38,19.0012,37.18875
2011-01-21 22:00:00,1,0,1,1,2.46,1.515,41,26.0027,29.59
2011-01-21 23:00:00,1,0,1,1,2.46,2.275,38,22.0028,23.21875
2011-01-22 00:00:00,1,0,0,1,1.64,1.515,45,16.9979,20.5
2011-01-22 01:00:00,1,0,0,2,1.64,0.0,41,26.0027,16.92375
2011-01-22 02:00:00,1,0,0,2,1.64,1.515,41,16.9979,12.90375
2011-01-22 03:00:00,1,0,0,2,1.64,1.515,41,19.0012,9.12375
2011-01-22 04:00:00,1,0,0,2,0.82,0.76,48,19.9995,3.08875
2011-01-22 06:00:00,1,0,0,2,0.82,1.515,44,15.0013,7.2075
2011-01-22 07:00:00,1,0,0,1,0.82,0.76,44,19.0012,17.235
2011-01-22 08:00:00,1,0,0,1,0.82,0.0,44,22.0028,24.91125
2011-01-22 09:00:00,1,0,0,1,1.64,1.515,41,16.9979,32.575
2011-01-22 10:00:00,1,0,0,2,1.64,3.03,41,11.0014,55.56875
2011-01-22 11:00:00,1,0,0,2,2.46,3.79,38,8.9981,61.4275
2011-01-22 12:00:00,1,0,0,2,2.46,5.305,38,7.0015,68.3775
2011-01-22 13:00:00,1,0,0,1,3.28,8.335,35,0.0,74.125
2011-01-22 14:00:00,1,0,0,1,4.1,6.82,33,7.0015,71.00625
2011-01-22 15:00:00,1,0,0,1,4.92,7.575,28,0.0,73.865
2011-01-22 16:00:00,1,0,0,1,4.92,6.82,28,12.998,70.5475
2011-01-22 17:00:00,1,0,0,1,4.92,9.85,28,0.0,72.62
2011-01-22 18:00:00,1,0,0,1,3.28,4.545,35,12.998,61.0725
2011-01-22 19:00:00,1,0,0,1,3.28,5.305,35,8.9981,59.55375
2011-01-22 20:00:00,1,0,0,1,2.46,3.79,45,11.0014,30.05125
2011-01-22 21:00:00,1,0,0,1,2.46,5.305,41,6.0032,30.355
2011-01-22 22:00:00,1,0,0,1,2.46,7.575,49,0.0,21.6925
2011-01-22 23:00:00,1,0,0,1,1.64,3.79,57,7.0015,15.4575
2011-01-23 00:00:00,1,0,0,1,1.64,3.79,57,7.0015,22.22625
2011-01-23 01:00:00,1,0,0,1,1.64,3.79,57,7.0015,17.45875
2011-01-23 02:00:00,1,0,0,1,0.82,3.03,62,8.9981,14.4925
2011-01-23 03:00:00,1,0,0,1,0.82,3.03,62,8.9981,9.7975
2011-01-23 05:00:00,1,0,0,2,1.64,3.79,57,7.0015,3.8375
2011-01-23 06:00:00,1,0,0,2,1.64,3.79,57,7.0015,7.45375
2011-01-23 07:00:00,1,0,0,1,3.28,5.305,58,11.0014,13.51125
2011-01-23 08:00:00,1,0,0,1,2.46,3.79,62,11.0014,21.8325
2011-01-23 09:00:00,1,0,0,1,4.1,3.79,54,23.9994,27.64625
2011-01-23 10:00:00,1,0,0,1,5.74,5.305,46,26.0027,54.69875
2011-01-23 11:00:00,1,0,0,1,5.74,6.82,43,15.0013,62.78375
2011-01-23 12:00:00,1,0,0,1,6.56,6.06,37,31.0009,73.975
2011-01-23 13:00:00,1,0,0,1,5.74,5.305,33,26.0027,70.965
2011-01-23 14:00:00,1,0,0,1,6.56,6.82,28,23.9994,75.0675
2011-01-23 15:00:00,1,0,0,1,6.56,6.82,28,23.9994,74.74125
2011-01-23 16:00:00,1,0,0,1,6.56,6.82,26,22.0028,74.5325
2011-01-23 17:00:00,1,0,0,1,5.74,5.305,26,26.0027,71.16875
2011-01-23 18:00:00,1,0,0,1,4.92,6.06,30,16.9979,64.71125
2011-01-23 19:00:00,1,0,0,1,4.92,6.06,30,19.0012,59.79375
2011-01-23 20:00:00,1,0,0,1,4.1,5.305,36,16.9979,33.21
2011-01-23 21:00:00,1,0,0,1,4.1,5.305,36,12.998,28.86
2011-01-23 22:00:00,1,0,0,1,3.28,4.545,38,12.998,22.91375
2011-01-23 23:00:00,1,0,0,1,2.46,3.03,41,15.0013,18.67875
2011-01-24 00:00:00,1,0,1,1,2.46,3.03,41,12.998,13.0475
2011-01-24 01:00:00,1,0,1,1,1.64,2.275,45,12.998,5.175
2011-01-24 03:00:00,1,0,1,1,1.64,1.515,45,16.9979,3.21625
2011-01-24 04:00:00,1,0,1,1,0.82,3.03,48,8.9981,3.40625
2011-01-24 05:00:00,1,0,1,1,0.82,3.03,48,8.9981,6.29625
2011-01-24 06:00:00,1,0,1,1,0.82,3.79,48,6.0032,29.3975
2011-01-24 07:00:00,1,0,1,1,0.82,6.06,48,0.0,79.06375
2011-01-24 08:00:00,1,0,1,1,1.64,6.82,49,0.0,173.8275
2011-01-24 09:00:00,1,0,1,1,2.46,7.575,41,0.0,101.57625
2011-01-24 10:00:00,1,0,1,1,4.1,6.82,42,0.0,48.1475
2011-01-24 11:00:00,1,0,1,1,4.1,6.06,46,8.9981,44.22625
2011-01-24 12:00:00,1,0,1,2,4.92,6.82,42,12.998,38.3375
2011-01-24 13:00:00,1,0,1,2,5.74,6.82,43,15.0013,39.5225
2011-01-24 14:00:00,1,0,1,2,5.74,6.82,46,15.0013,37.745
2011-01-24 15:00:00,1,0,1,1,6.56,8.335,40,11.0014,54.77625
2011-01-24 16:00:00,1,0,1,1,6.56,7.575,47,16.9979,56.4025
2011-01-24 17:00:00,1,0,1,1,5.74,6.06,50,16.9979,133.9625
2011-01-24 18:00:00,1,0,1,1,5.74,6.82,59,12.998,128.78625
2011-01-24 19:00:00,1,0,1,1,5.74,7.575,54,11.0014,95.98875
2011-01-24 20:00:00,1,0,1,1,5.74,6.82,59,12.998,57.07125
2011-01-24 21:00:00,1,0,1,1,5.74,7.575,63,11.0014,39.41
2011-01-24 22:00:00,1,0,1,2,5.74,6.82,63,15.0013,29.6025
2011-01-24 23:00:00,1,0,1,2,6.56,7.575,64,16.9979,19.8125
2011-01-25 00:00:00,1,0,1,2,6.56,6.82,69,19.0012,12.09375
2011-01-25 01:00:00,1,0,1,2,6.56,8.335,69,11.0014,5.66375
2011-01-25 02:00:00,1,0,1,1,6.56,7.575,69,15.0013,3.5975
2011-01-25 04:00:00,1,0,1,1,5.74,8.335,74,7.0015,2.2875
2011-01-25 05:00:00,1,0,1,1,5.74,6.82,74,15.0013,6.44875
2011-01-25 06:00:00,1,0,1,1,6.56,9.09,74,7.0015,31.96125
2011-01-25 07:00:00,1,0,1,1,6.56,7.575,74,15.0013,66.0625
2011-01-25 08:00:00,1,0,1,2,6.56,9.09,74,8.9981,155.3575
2011-01-25 09:00:00,1,0,1,2,8.2,11.365,64,6.0032,100.11125
2011-01-25 10:00:00,1,0,1,2,9.02,12.12,60,7.0015,53.69625
2011-01-25 11:00:00,1,0,1,2,9.84,12.12,60,8.9981,68.335
2011-01-25 12:00:00,1,0,1,2,10.66,14.395,56,6.0032,76.575
2011-01-25 13:00:00,1,0,1,2,10.66,13.635,56,8.9981,75.68875
2011-01-25 14:00:00,1,0,1,2,12.3,16.665,45,0.0,81.99625
2011-01-25 15:00:00,1,0,1,2,13.12,17.425,42,0.0,81.99
2011-01-25 16:00:00,1,0,1,2,13.12,17.425,42,0.0,95.8525
2011-01-25 17:00:00,1,0,1,1,12.3,16.665,45,0.0,193.933125
2011-01-25 18:00:00,1,0,1,2,12.3,15.91,49,6.0032,179.646875
2011-01-25 19:00:00,1,0,1,2,10.66,12.88,65,11.0014,105.4725
2011-01-25 20:00:00,1,0,1,1,9.84,11.365,65,12.998,64.51375
2011-01-25 21:00:00,1,0,1,1,9.84,11.365,65,12.998,41.79125
2011-01-25 22:00:00,1,0,1,1,9.02,11.365,64,11.0014,37.2
2011-01-25 23:00:00,1,0,1,2,9.02,11.365,64,11.0014,20.06625
2011-01-26 00:00:00,1,0,1,2,9.02,11.365,69,8.9981,13.2575
2011-01-26 01:00:00,1,0,1,2,9.84,12.12,65,8.9981,5.59375
2011-01-26 02:00:00,1,0,1,3,9.02,11.365,69,12.998,3.9875
2011-01-26 05:00:00,1,0,1,3,8.2,9.09,86,19.0012,5.4275
2011-01-26 06:00:00,1,0,1,3,8.2,9.09,86,19.0012,24.02625
2011-01-26 07:00:00,1,0,1,3,9.02,10.605,87,19.9995,52.575
2011-01-26 08:00:00,1,0,1,3,9.02,10.605,87,19.9995,105.48125
2011-01-26 09:00:00,1,0,1,3,9.02,10.605,87,19.9995,58.9325
2011-01-26 10:00:00,1,0,1,3,9.02,10.605,93,19.0012,29.20375
2011-01-26 11:00:00,1,0,1,3,9.02,9.85,93,22.0028,26.38125
2011-01-26 12:00:00,1,0,1,3,9.02,9.85,93,22.0028,26.145
2011-01-26 13:00:00,1,0,1,3,9.02,9.85,93,22.0028,26.1625
2011-01-26 14:00:00,1,0,1,3,9.02,9.85,93,23.9994,26.29875
2011-01-26 15:00:00,1,0,1,3,9.02,9.09,93,31.0009,26.06125
2011-01-26 16:00:00,1,0,1,4,9.02,9.85,93,22.0028,39.3225
2011-01-26 17:00:00,1,0,1,3,8.2,9.09,93,23.9994,86.7925
2011-01-27 16:00:00,1,0,1,1,9.02,11.365,55,12.998,75.595
2011-01-27 17:00:00,1,0,1,1,9.02,12.12,55,7.0015,139.64375
2011-01-27 18:00:00,1,0,1,1,8.2,11.365,69,6.0032,128.305
2011-01-27 19:00:00,1,0,1,1,8.2,11.365,69,6.0032,99.14375
2011-01-27 20:00:00,1,0,1,1,7.38,10.605,74,6.0032,58.845
2011-01-27 21:00:00,1,0,1,1,7.38,10.605,74,6.0032,46.59
2011-01-27 22:00:00,1,0,1,1,7.38,10.605,74,6.0032,38.05375
2011-01-27 23:00:00,1,0,1,1,7.38,9.85,80,11.0014,20.50875
2011-01-28 00:00:00,1,0,1,2,8.2,10.605,75,8.9981,13.31625
2011-01-28 01:00:00,1,0,1,2,8.2,10.605,75,8.9981,5.7325
2011-01-28 02:00:00,1,0,1,2,8.2,10.605,75,11.0014,3.8
2011-01-28 03:00:00,1,0,1,2,8.2,11.365,75,7.0015,3.30375
2011-01-28 05:00:00,1,0,1,2,7.38,10.605,80,7.0015,6.6
2011-01-28 06:00:00,1,0,1,2,7.38,9.85,80,8.9981,30.63375
2011-01-28 07:00:00,1,0,1,2,6.56,9.85,86,6.0032,64.875
2011-01-28 08:00:00,1,0,1,2,6.56,9.85,86,6.0032,139.485
2011-01-28 09:00:00,1,0,1,3,7.38,10.605,86,6.0032,64.6925
2011-01-28 10:00:00,1,0,1,3,7.38,10.605,86,7.0015,32.98625
2011-01-28 11:00:00,1,0,1,3,7.38,10.605,93,7.0015,33.43625
2011-01-28 12:00:00,1,0,1,3,7.38,10.605,93,7.0015,33.9225
2011-01-28 13:00:00,1,0,1,3,7.38,10.605,93,7.0015,34.43125
2011-01-28 14:00:00,1,0,1,3,9.02,13.635,80,0.0,40.3525
2011-01-28 15:00:00,1,0,1,2,8.2,12.88,86,0.0,44.37375
2011-01-28 16:00:00,1,0,1,1,9.02,13.635,80,0.0,56.73
2011-01-28 17:00:00,1,0,1,1,9.84,12.12,75,8.9981,138.66375
2011-01-28 18:00:00,1,0,1,1,9.84,11.365,75,12.998,133.06125
2011-01-28 19:00:00,1,0,1,2,9.84,12.12,75,8.9981,104.28875
2011-01-28 20:00:00,1,0,1,2,9.84,11.365,70,12.998,68.13875
2011-01-28 21:00:00,1,0,1,2,9.02,11.365,75,8.9981,40.06625
2011-01-28 22:00:00,1,0,1,1,9.84,10.605,65,23.9994,37.14125
2011-01-28 23:00:00,1,0,1,1,9.84,11.365,60,15.0013,23.13
2011-01-29 00:00:00,1,0,0,1,9.02,9.85,64,23.9994,28.97375
2011-01-29 01:00:00,1,0,0,1,9.02,11.365,64,12.998,21.8075
2011-01-29 02:00:00,1,0,0,1,9.02,11.365,64,11.0014,17.13875
2011-01-29 03:00:00,1,0,0,1,8.2,10.605,64,8.9981,11.205
2011-01-29 04:00:00,1,0,0,1,6.56,9.09,69,7.0015,2.88
2011-01-29 06:00:00,1,0,0,1,6.56,9.09,64,8.9981,6.1175
2011-01-29 07:00:00,1,0,0,1,6.56,9.09,59,7.0015,14.2
2011-01-29 08:00:00,1,0,0,1,7.38,9.85,55,11.0014,23.68125
2011-01-29 09:00:00,1,0,0,1,7.38,10.605,59,6.0032,40.49625
2011-01-29 10:00:00,1,0,0,2,7.38,10.605,64,7.0015,56.31875
2011-01-29 11:00:00,1,0,0,2,7.38,9.85,64,8.9981,58.78
2011-01-29 12:00:00,1,0,0,2,8.2,9.85,59,12.998,69.16375
2011-01-29 13:00:00,1,0,0,2,9.02,11.365,55,11.0014,78.18125
2011-01-29 14:00:00,1,0,0,2,9.02,11.365,60,8.9981,76.60375
2011-01-29 15:00:00,1,0,0,1,9.02,10.605,69,16.9979,70.4375
2011-01-29 16:00:00,1,0,0,1,9.84,12.12,60,11.0014,81.33875
2011-01-29 17:00:00,1,0,0,1,9.84,14.395,60,0.0,77.5675
2011-01-29 18:00:00,1,0,0,1,9.02,11.365,69,8.9981,74.2625
2011-01-29 19:00:00,1,0,0,2,9.02,10.605,69,16.9979,69.16
2011-01-29 20:00:00,1,0,0,1,7.38,10.605,74,6.0032,42.85375
2011-01-29 21:00:00,1,0,0,1,7.38,10.605,74,6.0032,31.4125
2011-01-29 22:00:00,1,0,0,1,6.56,9.85,80,6.0032,23.81375
2011-01-29 23:00:00,1,0,0,1,6.56,9.85,80,6.0032,16.835
2011-01-30 00:00:00,1,0,0,1,6.56,9.09,80,7.0015,27.08875
2011-01-30 01:00:00,1,0,0,1,5.74,10.605,80,0.0,22.30625
2011-01-30 02:00:00,1,0,0,1,6.56,11.365,80,0.0,19.88875
2011-01-30 03:00:00,1,0,0,1,5.74,10.605,93,0.0,9.90875
2011-01-30 04:00:00,1,0,0,1,5.74,10.605,93,0.0,3.84125
2011-01-30 05:00:00,1,0,0,1,5.74,10.605,86,0.0,3.49375
2011-01-30 07:00:00,1,0,0,1,5.74,10.605,86,0.0,14.8925
2011-01-30 08:00:00,1,0,0,2,5.74,10.605,86,0.0,20.03375
2011-01-30 09:00:00,1,0,0,2,6.56,11.365,80,0.0,33.75875
2011-01-30 10:00:00,1,0,0,2,7.38,12.12,80,0.0,54.87125
2011-01-30 11:00:00,1,0,0,1,9.02,13.635,75,0.0,55.79
2011-01-30 12:00:00,1,0,0,1,12.3,15.91,52,7.0015,90.1275
2011-01-30 13:00:00,1,0,0,1,11.48,14.395,61,7.0015,82.20125
2011-01-30 14:00:00,1,0,0,1,11.48,15.15,61,6.0032,81.0075
2011-01-30 15:00:00,1,0,0,1,12.3,16.665,56,0.0,89.3
2011-01-30 16:00:00,1,0,0,1,12.3,16.665,56,0.0,89.51125
2011-01-30 17:00:00,1,0,0,1,12.3,14.395,56,12.998,77.91375
2011-01-30 18:00:00,1,0,0,1,10.66,12.88,65,11.0014,72.335
2011-01-30 19:00:00,1,0,0,1,10.66,12.88,65,12.998,69.59125
2011-01-30 20:00:00,1,0,0,2,10.66,13.635,65,7.0015,40.15875
2011-01-30 21:00:00,1,0,0,2,9.84,12.12,70,11.0014,32.48
2011-01-30 22:00:00,1,0,0,2,9.84,11.365,70,12.998,23.065
2011-01-30 23:00:00,1,0,0,2,9.84,10.605,65,19.0012,15.7
2011-01-31 00:00:00,1,0,1,2,9.84,11.365,65,15.0013,13.25625
2011-01-31 01:00:00,1,0,1,1,9.02,10.605,64,16.9979,4.8025
2011-01-31 02:00:00,1,0,1,1,9.02,11.365,64,12.998,3.59625
2011-01-31 03:00:00,1,0,1,1,9.02,11.365,64,12.998,3.08
2011-01-31 04:00:00,1,0,1,1,8.2,9.85,59,15.0013,2.22875
2011-01-31 05:00:00,1,0,1,1,7.38,8.335,64,19.0012,5.02
2011-01-31 06:00:00,1,0,1,1,6.56,6.82,69,22.0028,31.77625
2011-01-31 07:00:00,1,0,1,2,6.56,6.82,64,19.0012,67.83625
2011-01-31 08:00:00,1,0,1,2,6.56,6.82,59,19.0012,167.04875
2011-01-31 09:00:00,1,0,1,2,6.56,6.82,59,19.9995,92.6325
2011-01-31 10:00:00,1,0,1,2,6.56,7.575,59,12.998,36.975
2011-01-31 11:00:00,1,0,1,2,6.56,7.575,59,12.998,36.90875
2011-01-31 12:00:00,1,0,1,2,7.38,10.605,55,7.0015,51.5
2011-01-31 13:00:00,1,0,1,2,6.56,11.365,59,0.0,56.6575
2011-01-31 14:00:00,1,0,1,2,7.38,9.85,55,8.9981,46.09625
2011-01-31 15:00:00,1,0,1,2,6.56,9.09,59,8.9981,40.03
2011-01-31 16:00:00,1,0,1,2,6.56,9.09,56,12.998,48.8675
2011-01-31 17:00:00,1,0,1,2,6.56,7.575,59,12.998,131.85625
2011-01-31 18:00:00,1,0,1,2,6.56,7.575,55,15.0013,130.24625
2011-01-31 19:00:00,1,0,1,1,12.3,15.91,61,7.0015,119.155
2011-01-31 20:00:00,1,0,1,3,6.56,8.335,59,11.0014,53.7725
2011-01-31 21:00:00,1,0,1,3,6.56,9.85,59,6.0032,36.08875
2011-01-31 22:00:00,1,0,1,2,6.56,9.09,59,7.0015,31.50375
2011-01-31 23:00:00,1,0,1,2,6.56,9.85,64,6.0032,19.6725
2011-02-20 00:00:00,1,0,0,1,10.66,10.605,35,30.0026,28.73
2011-02-20 01:00:00,1,0,0,1,9.84,9.85,41,31.0009,19.13375
2011-02-20 02:00:00,1,0,0,1,9.84,9.85,41,36.9974,14.80625
2011-02-20 03:00:00,1,0,0,1,9.02,9.09,44,36.9974,8.76875
2011-02-20 04:00:00,1,0,0,1,9.02,9.09,44,36.9974,2.83625
2011-02-20 06:00:00,1,0,0,1,8.2,9.09,47,19.9995,6.25125
2011-02-20 07:00:00,1,0,0,1,7.38,8.335,51,16.9979,16.53625
2011-02-20 08:00:00,1,0,0,1,8.2,11.365,51,7.0015,30.50125
2011-02-20 09:00:00,1,0,0,1,9.02,10.605,47,19.0012,41.8425
2011-02-20 10:00:00,1,0,0,2,10.66,12.88,41,12.998,92.69625
2011-02-20 11:00:00,1,0,0,2,12.3,15.15,33,11.0014,110.365
2011-02-20 12:00:00,1,0,0,1,12.3,15.91,33,7.0015,116.5525
2011-02-20 13:00:00,1,0,0,1,13.94,16.665,29,0.0,125.22375
2011-02-20 14:00:00,1,0,0,1,14.76,17.425,27,11.0014,123.05375
2011-02-20 15:00:00,1,0,0,1,14.76,18.18,27,6.0032,127.20625
2011-02-20 16:00:00,1,0,0,1,14.76,18.18,29,6.0032,145.4275
2011-02-20 17:00:00,1,0,0,1,13.94,17.425,33,11.0014,121.2175
2011-02-20 18:00:00,1,0,0,2,13.94,16.665,36,8.9981,118.2275
2011-02-20 19:00:00,1,0,0,2,13.94,16.665,36,8.9981,113.185
2011-02-20 20:00:00,1,0,0,2,13.94,18.18,42,0.0,75.31125
2011-02-20 21:00:00,1,0,0,2,13.12,17.425,53,0.0,66.485
2011-02-20 22:00:00,1,0,0,2,13.12,15.15,57,15.0013,54.52375
2011-02-20 23:00:00,1,0,0,2,12.3,15.15,61,11.0014,34.285
2011-02-21 00:00:00,1,1,0,2,13.94,15.15,42,22.0028,25.3475
2011-02-21 01:00:00,1,1,0,2,13.94,15.15,42,22.0028,20.61375
2011-02-21 02:00:00,1,1,0,2,13.94,15.15,42,22.0028,14.9825
2011-02-21 03:00:00,1,1,0,2,13.94,15.15,42,19.9995,10.18625
2011-02-21 04:00:00,1,1,0,1,13.12,15.91,45,11.0014,7.03875
2011-02-21 05:00:00,1,1,0,2,13.94,18.18,36,0.0,10.20625
2011-02-21 06:00:00,1,1,0,2,17.22,21.21,26,19.9995,21.165
2011-02-21 07:00:00,1,1,0,2,17.22,21.21,26,19.0012,55.89625
2011-02-21 08:00:00,1,1,0,2,13.12,15.15,57,19.9995,51.91
2011-02-21 09:00:00,1,1,0,2,13.12,15.15,57,19.0012,67.23625
2011-02-21 10:00:00,1,1,0,2,13.12,15.15,57,16.9979,100.07125
2011-02-21 11:00:00,1,1,0,2,13.12,16.665,57,7.0015,109.955
2011-02-21 12:00:00,1,1,0,2,13.12,15.91,66,12.998,108.64375
2011-02-21 13:00:00,1,1,0,3,12.3,13.635,81,22.0028,57.33375
2011-02-21 14:00:00,1,1,0,2,13.12,15.15,76,16.9979,101.76125
2011-02-21 15:00:00,1,1,0,2,12.3,13.635,70,30.0026,100.535
2011-02-21 16:00:00,1,1,0,3,11.48,12.12,75,27.9993,58.945
2011-02-21 17:00:00,1,1,0,2,11.48,12.88,75,26.0027,88.74125
2011-02-21 18:00:00,1,1,0,2,9.84,10.605,87,23.9994,77.04375
2011-02-21 19:00:00,1,1,0,2,9.84,10.605,87,23.9994,77.2075
2011-02-21 20:00:00,1,1,0,3,9.84,10.605,81,26.0027,28.795
2011-02-21 21:00:00,1,1,0,3,9.02,9.85,75,30.0026,24.9325
2011-02-21 22:00:00,1,1,0,3,8.2,8.335,75,27.9993,23.0625
2011-02-21 23:00:00,1,1,0,3,8.2,8.335,75,27.9993,18.05
2011-02-22 06:00:00,1,0,1,2,4.92,6.06,80,19.0012,29.49
2011-02-22 07:00:00,1,0,1,2,4.92,6.06,80,19.0012,79.2775
2011-02-22 08:00:00,1,0,1,2,4.92,6.06,80,16.9979,184.6675
2011-02-22 09:00:00,1,0,1,2,5.74,6.06,74,16.9979,118.4075
2011-02-22 10:00:00,1,0,1,1,6.56,9.09,69,0.0,47.9675
2011-02-22 11:00:00,1,0,1,1,6.56,11.365,64,0.0,51.78125
2011-02-22 12:00:00,1,0,1,1,8.2,11.365,59,7.0015,57.93625
2011-02-22 13:00:00,1,0,1,1,9.02,11.365,55,11.0014,62.73125
2011-02-22 14:00:00,1,0,1,1,9.02,11.365,55,12.998,62.2325
2011-02-22 15:00:00,1,0,1,1,9.84,11.365,48,12.998,85.62875
2011-02-22 16:00:00,1,0,1,1,9.02,11.365,51,11.0014,75.3
2011-02-22 17:00:00,1,0,1,1,9.02,10.605,51,15.0013,151.59125
2011-02-22 18:00:00,1,0,1,1,9.02,11.365,47,8.9981,142.53
2011-02-22 19:00:00,1,0,1,1,8.2,9.09,47,19.0012,105.30625
2011-02-22 20:00:00,1,0,1,1,8.2,9.85,47,15.0013,86.10875
2011-02-22 21:00:00,1,0,1,1,8.2,9.85,47,16.9979,49.53625
2011-02-22 22:00:00,1,0,1,1,6.56,7.575,43,16.9979,39.04
2011-02-22 23:00:00,1,0,1,1,6.56,7.575,43,16.9979,31.27875
2011-02-23 00:00:00,1,0,1,1,5.74,6.82,50,12.998,13.23375
2011-02-23 01:00:00,1,0,1,1,5.74,7.575,46,11.0014,5.6425
2011-02-23 02:00:00,1,0,1,1,4.92,7.575,50,8.9981,3.10875
2011-02-23 03:00:00,1,0,1,1,4.92,6.82,50,11.0014,2.22375
2011-02-23 05:00:00,1,0,1,1,4.92,7.575,50,7.0015,5.99125
2011-02-23 06:00:00,1,0,1,1,4.92,7.575,50,7.0015,31.65125
2011-02-23 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,89.16
2011-02-23 08:00:00,1,0,1,1,5.74,7.575,54,11.0014,209.90375
2011-02-23 09:00:00,1,0,1,1,7.38,10.605,51,6.0032,118.7425
2011-02-23 10:00:00,1,0,1,1,8.2,12.88,40,0.0,60.6525
2011-02-23 11:00:00,1,0,1,1,9.84,12.88,41,7.0015,67.23375
2011-02-23 12:00:00,1,0,1,1,10.66,14.395,35,6.0032,81.55625
2011-02-23 13:00:00,1,0,1,1,12.3,15.91,28,6.0032,80.28125
2011-02-23 14:00:00,1,0,1,1,13.12,16.665,29,7.0015,83.8525
2011-02-23 15:00:00,1,0,1,1,13.94,17.425,25,6.0032,86.405
2011-02-23 16:00:00,1,0,1,1,13.94,18.18,25,0.0,106.9525
2011-02-23 17:00:00,1,0,1,1,13.94,17.425,25,6.0032,208.1475
2011-02-23 18:00:00,1,0,1,1,13.12,16.665,26,6.0032,207.1125
2011-02-23 19:00:00,1,0,1,1,12.3,16.665,33,0.0,119.87375
2011-02-23 20:00:00,1,0,1,1,9.84,12.12,60,11.0014,78.49625
2011-02-23 21:00:00,1,0,1,1,9.84,14.395,48,0.0,60.21125
